"Segment","Latitude","Longitude","Altitude (m)","Time (UTC ISO)","Time (UTC)","Time (Local)","UNIX Epoch Time"
1,"53.344474273503664","-6.258639582398919","6.619786262512207","2022-10-12T15:55:27.002Z","2022-10-12 15:55:27.002","2022-10-12 16:55:27.002","1665590127.002462"
1,"53.34447496344232","-6.2586565623851875","6.676790714263916","2022-10-12T15:55:28.002Z","2022-10-12 15:55:28.002","2022-10-12 16:55:28.002","1665590128.0024922"
1,"53.34447148552157","-6.258680053157341","6.714879989624023","2022-10-12T15:55:29.003Z","2022-10-12 15:55:29.003","2022-10-12 16:55:29.003","1665590129.0025225"
1,"53.344467138261756","-6.258697771035645","6.745234966278076","2022-10-12T15:55:30.003Z","2022-10-12 15:55:30.003","2022-10-12 16:55:30.003","1665590130.0025523"
1,"53.34446797627224","-6.258706725195282","6.7705864906311035","2022-10-12T15:55:31.003Z","2022-10-12 15:55:31.003","2022-10-12 16:55:31.003","1665590131.0025826"
1,"53.34446573298503","-6.258723928699149","6.787280082702637","2022-10-12T15:55:32.003Z","2022-10-12 15:55:32.003","2022-10-12 16:55:32.003","1665590132.002613"
1,"53.34446294711255","-6.25873791591185","6.801188945770264","2022-10-12T15:55:33.003Z","2022-10-12 15:55:33.003","2022-10-12 16:55:33.003","1665590133.0026436"
1,"53.34445981044824","-6.258746327372816","6.813366889953613","2022-10-12T15:55:34.003Z","2022-10-12 15:55:34.003","2022-10-12 16:55:34.003","1665590134.002674"
1,"53.34445644182253","-6.25875531883832","6.823960781097412","2022-10-12T15:55:35.003Z","2022-10-12 15:55:35.003","2022-10-12 16:55:35.003","1665590135.0027041"
1,"53.34445372774408","-6.2587610395994675","6.833452224731445","2022-10-12T15:55:36.003Z","2022-10-12 15:55:36.003","2022-10-12 16:55:36.003","1665590136.0027337"
1,"53.34445399815962","-6.258763710271681","6.841491222381592","2022-10-12T15:55:37.003Z","2022-10-12 15:55:37.003","2022-10-12 16:55:37.003","1665590137.0027637"
1,"53.344456218806165","-6.25876435333744","6.846679210662842","2022-10-12T15:55:38.003Z","2022-10-12 15:55:38.003","2022-10-12 16:55:38.003","1665590138.0027947"
1,"53.34446760545329","-6.258777733666994","6.848753452301025","2022-10-12T15:55:39.003Z","2022-10-12 15:55:39.003","2022-10-12 16:55:39.003","1665590139.0028243"
1,"53.344473122782276","-6.258761295033395","6.845081329345703","2022-10-12T15:55:40.003Z","2022-10-12 15:55:40.003","2022-10-12 16:55:40.003","1665590140.0028543"
1,"53.34447728809781","-6.258750255956559","6.837538719177246","2022-10-12T15:55:41.003Z","2022-10-12 15:55:41.003","2022-10-12 16:55:41.003","1665590141.002885"
1,"53.34447571814015","-6.258751126020812","6.8283867835998535","2022-10-12T15:55:42.003Z","2022-10-12 15:55:42.003","2022-10-12 16:55:42.003","1665590142.0029159"
1,"53.34448151611073","-6.25873758893061","6.823299884796143","2022-10-12T15:55:43.003Z","2022-10-12 15:55:43.003","2022-10-12 16:55:43.003","1665590143.0029457"
1,"53.34448149338994","-6.25873689473688","6.814493179321289","2022-10-12T15:55:44.003Z","2022-10-12 15:55:44.003","2022-10-12 16:55:44.003","1665590144.0029764"
1,"53.34448728176164","-6.258739856859174","8.770756721496582","2022-10-12T15:55:45.003Z","2022-10-12 15:55:45.003","2022-10-12 16:55:45.003","1665590145.003006"
1,"53.34449049661891","-6.258741617372359","10.36407470703125","2022-10-12T15:55:46.003Z","2022-10-12 15:55:46.003","2022-10-12 16:55:46.003","1665590146.003037"
1,"53.34449150057383","-6.258747987131051","11.651671409606934","2022-10-12T15:55:47.003Z","2022-10-12 15:55:47.003","2022-10-12 16:55:47.003","1665590147.0030663"
1,"53.344496377665266","-6.258750873425375","12.699894905090332","2022-10-12T15:55:48.003Z","2022-10-12 15:55:48.003","2022-10-12 16:55:48.003","1665590148.003097"
1,"53.34451034503295","-6.258758213926148","13.56052017211914","2022-10-12T15:55:49.003Z","2022-10-12 15:55:49.003","2022-10-12 16:55:49.003","1665590149.0031276"
